sale_id,product_id,region_id,sale_date,quantity,discount,total_amount
590,3,3,2023-12-09,45,0.15,5737.5
591,1,3,2023-08-08,21,0.0,25200.0
592,9,1,2024-01-10,36,0.05,171.0
593,7,2,2024-07-24,49,0.0,14700.0
594,5,2,2023-06-13,4,0.05,836.0
595,9,4,2024-06-04,33,0.1,148.5
596,5,5,2024-06-21,34,0.05,7106.0
597,5,4,2023-12-16,3,0.15,561.0
598,2,4,2024-01-06,17,0.1,12240.0
599,5,1,2023-12-25,10,0.05,2090.0
600,8,2,2024-12-09,15,0.0,300.0
601,4,4,2024-02-20,48,0.05,2736.0
602,2,5,2024-07-10,14,0.05,10640.0
603,1,5,2024-08-22,8,0.0,9600.0
604,3,5,2023-08-13,15,0.0,2250.0
605,9,4,2023-11-20,39,0.0,195.0
606,5,1,2023-04-06,43,0.1,8514.0
607,10,4,2023-12-15,35,0.1,63.0
608,10,5,2023-04-12,31,0.15,52.699999999999996
609,9,4,2024-04-13,15,0.0,75.0
610,6,5,2023-08-30,15,0.15,382.5
611,8,1,2023-02-07,1,0.1,18.0
612,5,3,2024-05-10,46,0.1,9108.0
613,7,3,2024-08-20,43,0.0,12900.0
614,9,3,2024-03-01,48,0.05,228.0
615,8,3,2024-04-05,2,0.05,38.0
616,2,3,2023-11-02,50,0.0,40000.0
617,2,3,2024-01-19,20,0.15,13600.0
618,3,1,2024-12-06,36,0.0,5400.0
619,8,2,2023-05-01,35,0.1,630.0
620,9,2,2023-12-09,19,0.1,85.5
621,3,3,2023-10-08,14,0.0,2100.0
622,2,5,2023-08-31,11,0.1,7920.0
623,7,1,2023-09-21,30,0.15,7650.0
624,9,2,2024-06-30,20,0.15,85.0
625,9,3,2023-01-22,14,0.15,59.5
626,8,3,2023-09-06,6,0.15,102.0
627,7,5,2024-07-09,34,0.1,9180.0
628,2,3,2024-07-29,23,0.1,16560.0
629,8,4,2023-12-22,33,0.05,627.0
630,1,3,2023-09-11,11,0.1,11880.0
631,1,4,2023-10-29,27,0.05,30780.0
632,6,1,2024-11-24,5,0.0,150.0
633,2,3,2023-08-13,26,0.15,17680.0
634,8,1,2023-02-18,7,0.0,140.0
635,10,1,2024-05-24,40,0.05,76.0
636,10,1,2024-08-02,40,0.15,68.0
637,8,2,2023-11-25,38,0.0,760.0
638,2,3,2024-07-12,45,0.05,34200.0
639,2,5,2024-01-18,13,0.1,9360.0
640,4,3,2024-02-07,26,0.1,1404.0
641,10,4,2024-11-07,38,0.1,68.4
642,9,2,2024-01-21,5,0.0,25.0
643,4,1,2023-11-04,26,0.15,1326.0
644,8,5,2023-12-20,46,0.15,782.0
645,2,4,2023-07-29,49,0.05,37240.0
646,3,4,2023-02-26,3,0.0,450.0
647,4,5,2023-10-17,50,0.15,2550.0
648,5,4,2023-12-09,23,0.1,4554.0
649,4,2,2023-07-09,21,0.05,1197.0
650,5,4,2024-12-27,21,0.05,4389.0
651,1,1,2023-09-25,28,0.0,33600.0
652,3,3,2023-12-27,36,0.15,4590.0
653,5,2,2023-11-17,8,0.15,1496.0
654,8,1,2023-09-24,29,0.0,580.0
655,6,1,2023-06-18,9,0.1,243.0
656,4,5,2023-02-11,29,0.05,1653.0
657,10,5,2024-10-11,30,0.0,60.0
658,6,3,2023-08-23,19,0.05,541.5
659,6,4,2023-11-08,6,0.15,153.0
660,3,4,2023-05-18,41,0.0,6150.0
661,3,3,2023-08-19,13,0.05,1852.5
662,3,5,2023-10-30,39,0.15,4972.5
663,2,5,2024-02-13,18,0.1,12960.0
664,9,1,2024-07-04,42,0.1,189.0
665,1,5,2024-10-14,2,0.05,2280.0
666,4,1,2023-03-26,35,0.0,2100.0
667,8,1,2023-11-28,29,0.05,551.0
668,1,3,2023-07-24,47,0.1,50760.0
669,9,3,2023-12-23,50,0.0,250.0
670,3,2,2023-10-20,13,0.15,1657.5
671,9,5,2023-12-22,16,0.1,72.0
672,9,3,2023-10-02,18,0.05,85.5
673,8,4,2024-11-08,41,0.05,779.0
674,2,1,2023-05-01,11,0.05,8360.0
675,1,1,2023-08-22,2,0.0,2400.0
676,4,2,2023-09-15,21,0.05,1197.0
677,10,5,2024-12-12,23,0.15,39.1
678,7,4,2023-07-26,45,0.0,13500.0
679,7,4,2024-11-11,36,0.0,10800.0
680,7,5,2024-12-08,14,0.0,4200.0
681,4,5,2023-07-17,6,0.0,360.0
682,10,1,2024-12-01,12,0.15,20.4
683,4,4,2024-04-04,40,0.1,2160.0
684,2,2,2024-01-20,50,0.05,38000.0
685,10,2,2023-12-13,31,0.0,62.0
686,9,1,2023-02-28,16,0.05,76.0
687,5,4,2023-12-18,41,0.0,9020.0
688,5,5,2024-06-14,44,0.05,9196.0
689,8,3,2023-06-07,39,0.0,780.0
690,1,4,2024-05-09,25,0.05,28500.0
691,8,4,2023-12-14,7,0.05,133.0
692,5,4,2023-10-21,30,0.0,6600.0
693,6,3,2024-10-14,35,0.1,945.0
694,5,4,2024-11-01,17,0.1,3366.0
695,10,2,2024-01-24,46,0.0,92.0
696,2,5,2024-11-25,2,0.05,1520.0
697,2,3,2024-09-08,44,0.1,31680.0
698,3,1,2024-08-11,41,0.1,5535.0
699,6,5,2023-08-23,9,0.1,243.0
700,1,3,2024-03-07,10,0.05,11400.0
701,3,2,2024-05-20,6,0.1,810.0
702,10,3,2023-07-25,42,0.05,79.8
703,10,2,2024-12-29,31,0.15,52.699999999999996
704,7,2,2023-10-26,36,0.0,10800.0
705,1,2,2023-04-14,25,0.0,30000.0
706,8,4,2023-12-16,32,0.05,608.0
707,9,5,2024-09-15,37,0.05,175.75
708,10,1,2023-07-03,44,0.05,83.6
709,8,4,2023-04-20,31,0.1,558.0
710,2,2,2024-08-20,45,0.05,34200.0
711,7,5,2024-07-08,2,0.1,540.0
712,5,2,2024-10-28,44,0.0,9680.0
713,10,1,2024-05-01,27,0.05,51.3
714,5,5,2024-08-02,11,0.1,2178.0
715,8,4,2023-10-07,21,0.15,357.0
716,5,3,2023-11-09,10,0.05,2090.0
717,6,1,2023-02-09,29,0.05,826.5
718,5,4,2023-01-28,43,0.05,8987.0
719,2,4,2024-01-13,29,0.1,20880.0
720,4,1,2024-03-11,33,0.1,1782.0
721,4,5,2024-09-18,23,0.05,1311.0
722,8,1,2023-02-09,45,0.05,855.0
723,2,1,2023-06-24,32,0.05,24320.0
724,2,3,2023-09-14,24,0.0,19200.0
725,9,1,2024-03-15,37,0.05,175.75
726,10,3,2024-06-11,40,0.15,68.0
727,1,4,2023-09-14,6,0.0,7200.0
728,4,3,2023-10-01,6,0.05,342.0
729,2,5,2024-01-29,36,0.05,27360.0
730,9,4,2023-12-14,36,0.15,153.0
731,3,5,2024-08-09,9,0.0,1350.0
732,10,2,2024-08-21,22,0.1,39.6
733,3,3,2024-07-06,13,0.05,1852.5
734,10,4,2023-09-22,20,0.0,40.0
735,7,5,2023-08-09,10,0.15,2550.0
736,1,2,2024-02-12,34,0.15,34680.0
737,4,1,2023-02-18,23,0.15,1173.0
738,4,2,2024-07-24,4,0.05,228.0
739,10,2,2024-06-10,49,0.15,83.3
740,1,4,2024-08-02,50,0.15,51000.0
741,6,2,2023-02-02,3,0.15,76.5
742,10,2,2023-05-20,32,0.15,54.4
743,7,4,2024-09-24,24,0.0,7200.0
744,7,1,2023-10-28,42,0.1,11340.0
745,8,3,2024-04-03,34,0.1,612.0
746,4,5,2023-11-08,26,0.15,1326.0
747,3,3,2023-03-11,47,0.05,6697.5
748,10,2,2024-07-14,11,0.05,20.9
749,7,1,2023-05-23,43,0.0,12900.0
750,1,3,2023-04-14,15,0.1,16200.0
751,4,2,2023-09-09,11,0.0,660.0
752,8,2,2024-12-12,31,0.1,558.0
753,5,2,2023-06-22,18,0.15,3366.0
754,2,5,2023-09-03,26,0.1,18720.0
755,3,4,2024-05-21,9,0.15,1147.5
756,2,4,2024-09-21,32,0.1,23040.0
757,3,3,2024-04-22,34,0.05,4845.0
758,6,4,2023-04-20,4,0.15,102.0
759,4,5,2024-11-09,30,0.05,1710.0
760,9,4,2023-10-03,30,0.0,150.0
761,5,2,2024-04-17,23,0.1,4554.0
762,2,3,2023-07-29,36,0.1,25920.0
763,3,3,2024-04-28,42,0.1,5670.0
764,3,1,2024-02-02,31,0.15,3952.5
765,1,3,2024-05-17,34,0.15,34680.0
766,6,2,2024-03-01,45,0.05,1282.5
767,9,2,2023-04-29,50,0.05,237.5
768,7,3,2023-03-28,7,0.1,1890.0
769,10,4,2024-07-11,42,0.15,71.39999999999999
770,10,4,2024-01-29,44,0.0,88.0
771,2,3,2024-04-22,47,0.1,33840.0
772,6,3,2024-01-08,48,0.1,1296.0
773,5,2,2023-12-14,48,0.1,9504.0
774,9,1,2024-06-15,35,0.15,148.75
775,2,3,2023-08-21,45,0.1,32400.0
776,10,2,2024-03-01,20,0.15,34.0
777,6,1,2023-07-31,14,0.05,399.0
778,3,4,2023-03-08,35,0.05,4987.5
779,4,4,2023-07-12,48,0.1,2592.0
780,1,4,2024-12-05,13,0.1,14040.0
781,1,5,2024-06-06,43,0.15,43860.0
782,7,1,2023-09-21,34,0.0,10200.0
783,1,5,2023-03-03,33,0.0,39600.0
784,10,2,2023-12-17,27,0.0,54.0
785,6,3,2024-09-03,6,0.15,153.0
786,5,2,2023-08-18,19,0.05,3971.0
787,7,2,2023-07-07,15,0.1,4050.0
788,4,1,2023-10-13,10,0.05,570.0
789,10,2,2024-08-25,4,0.05,7.6
790,5,3,2024-04-30,44,0.05,9196.0
791,2,1,2023-04-05,15,0.05,11400.0
792,6,4,2024-10-08,1,0.0,30.0
793,10,3,2023-01-28,13,0.0,26.0
794,9,1,2023-12-27,5,0.05,23.75
795,7,5,2024-04-02,38,0.15,9690.0
796,4,3,2023-11-30,4,0.05,228.0
797,7,1,2024-07-22,31,0.1,8370.0
798,10,4,2023-09-26,28,0.15,47.6
799,1,2,2024-08-05,8,0.0,9600.0
800,3,1,2023-06-02,15,0.0,2250.0
801,7,5,2024-10-29,14,0.05,3990.0
802,3,1,2024-08-05,2,0.15,255.0
803,8,3,2024-03-01,44,0.1,792.0
804,10,5,2023-02-18,38,0.1,68.4
805,2,3,2024-07-23,38,0.05,28880.0
806,2,3,2023-10-21,14,0.1,10080.0
807,4,2,2024-12-27,7,0.1,378.0
808,7,1,2024-07-18,10,0.15,2550.0
809,3,5,2024-05-10,30,0.05,4275.0
810,8,5,2023-03-07,5,0.0,100.0
811,9,2,2023-03-12,41,0.05,194.75
812,9,2,2023-04-02,26,0.0,130.0
813,3,2,2023-07-01,30,0.15,3825.0
814,10,5,2023-04-03,29,0.1,52.2
815,7,3,2023-09-12,34,0.05,9690.0
816,10,4,2024-11-21,26,0.0,52.0
817,1,1,2023-10-21,11,0.15,11220.0
818,3,2,2023-07-07,18,0.05,2565.0
819,8,3,2023-03-26,33,0.05,627.0
820,7,1,2023-10-03,23,0.05,6555.0
821,7,5,2023-12-06,11,0.15,2805.0
822,9,4,2023-06-21,2,0.05,9.5
823,4,4,2024-06-16,35,0.1,1890.0
824,9,2,2023-12-19,41,0.0,205.0
825,4,5,2024-10-12,44,0.05,2508.0
826,7,3,2024-02-18,9,0.05,2565.0
827,8,4,2024-06-05,43,0.1,774.0
828,6,1,2024-02-08,37,0.05,1054.5
829,3,3,2023-11-26,5,0.05,712.5
830,10,1,2023-05-01,6,0.1,10.8
831,1,2,2024-05-23,45,0.05,51300.0
832,4,3,2023-01-01,4,0.1,216.0
833,7,3,2024-05-30,4,0.15,1020.0
834,10,4,2024-07-11,8,0.1,14.4
835,2,3,2023-05-30,20,0.05,15200.0
836,10,2,2023-11-18,26,0.15,44.199999999999996
837,4,3,2023-05-17,31,0.0,1860.0
838,8,3,2024-01-08,44,0.15,748.0
839,3,2,2023-07-28,9,0.05,1282.5
840,1,4,2024-06-29,21,0.15,21420.0
841,2,2,2023-10-23,22,0.1,15840.0
842,7,2,2024-10-03,48,0.15,12240.0
843,6,5,2024-03-30,49,0.15,1249.5
844,9,2,2023-09-11,38,0.0,190.0
845,6,1,2024-09-08,4,0.15,102.0
846,1,1,2024-12-26,4,0.05,4560.0
847,3,1,2024-11-21,26,0.15,3315.0
848,4,1,2024-12-05,44,0.0,2640.0
849,3,5,2024-11-20,42,0.05,5985.0
850,1,5,2024-12-06,13,0.0,15600.0
851,8,1,2024-06-01,8,0.05,152.0
852,6,5,2024-08-14,9,0.0,270.0
853,5,1,2023-01-29,17,0.1,3366.0
854,10,2,2024-01-09,29,0.1,52.2
855,3,4,2024-03-18,49,0.15,6247.5
856,10,1,2023-07-27,14,0.05,26.599999999999998
857,3,3,2024-07-01,2,0.1,270.0
858,6,2,2023-07-13,12,0.05,342.0
859,7,3,2023-10-04,1,0.1,270.0
860,5,4,2024-05-05,33,0.1,6534.0
861,9,3,2023-07-13,26,0.15,110.5
862,8,4,2023-06-02,27,0.15,459.0
863,6,4,2023-12-02,36,0.1,972.0
864,3,4,2024-11-23,41,0.0,6150.0
865,7,4,2024-08-25,14,0.1,3780.0
866,4,2,2024-09-27,14,0.05,798.0
867,9,2,2024-06-26,29,0.0,145.0
868,6,3,2023-05-21,47,0.1,1269.0
869,7,4,2023-10-27,38,0.0,11400.0
870,4,2,2023-07-18,45,0.0,2700.0
871,5,5,2024-08-18,12,0.15,2244.0
872,7,2,2023-03-03,47,0.15,11985.0
873,8,4,2023-01-28,12,0.1,216.0
874,7,2,2023-08-04,36,0.0,10800.0
875,1,2,2024-12-17,48,0.1,51840.0
876,2,5,2024-07-16,13,0.15,8840.0
877,10,5,2024-08-10,25,0.15,42.5
878,1,4,2023-01-13,23,0.0,27600.0
879,8,5,2024-01-07,22,0.05,418.0
880,5,3,2024-01-17,32,0.0,7040.0
881,3,4,2024-01-31,2,0.1,270.0
882,2,3,2024-09-23,32,0.0,25600.0
883,3,1,2024-01-13,4,0.1,540.0
884,10,1,2024-04-07,39,0.15,66.3
885,4,4,2023-09-30,24,0.1,1296.0
886,10,5,2023-04-12,23,0.1,41.4
887,3,2,2023-06-01,2,0.05,285.0
888,1,4,2024-06-28,32,0.05,36480.0
889,1,2,2024-01-10,30,0.05,34200.0
890,5,1,2024-02-27,30,0.0,6600.0
891,5,3,2023-08-26,35,0.0,7700.0
892,3,2,2024-08-01,44,0.0,6600.0
893,1,4,2024-08-10,33,0.05,37620.0
894,5,3,2024-09-11,4,0.15,748.0
895,10,5,2023-10-15,14,0.1,25.2
896,10,1,2024-03-20,4,0.05,7.6
897,2,2,2024-10-04,37,0.1,26640.0
898,3,5,2024-09-26,44,0.15,5610.0
899,6,4,2024-03-02,9,0.15,229.5
900,6,3,2023-03-14,37,0.05,1054.5
901,8,3,2023-10-01,41,0.05,779.0
902,3,1,2023-01-11,44,0.1,5940.0
903,7,1,2023-10-25,26,0.15,6630.0
904,6,5,2023-12-28,12,0.1,324.0
905,5,4,2023-12-08,40,0.0,8800.0
906,6,5,2024-01-19,15,0.1,405.0
907,1,1,2024-11-22,33,0.0,39600.0
908,1,1,2024-11-19,46,0.0,55200.0
909,5,4,2024-02-03,48,0.05,10032.0
910,10,2,2024-02-02,50,0.15,85.0
911,3,1,2024-04-23,24,0.05,3420.0
912,8,2,2023-09-18,49,0.15,833.0
913,6,4,2024-01-16,29,0.15,739.5
914,3,2,2023-07-22,17,0.05,2422.5
915,1,4,2024-12-01,39,0.15,39780.0
916,1,1,2024-11-01,28,0.0,33600.0
917,10,1,2023-12-25,39,0.1,70.2
918,3,4,2024-01-07,46,0.0,6900.0
919,4,2,2024-10-18,47,0.05,2679.0
920,4,4,2023-11-17,38,0.0,2280.0
921,5,3,2023-08-01,48,0.05,10032.0
922,4,5,2024-05-23,35,0.1,1890.0
923,7,3,2024-12-12,43,0.1,11610.0
924,5,4,2024-12-06,45,0.0,9900.0
925,1,3,2024-01-17,42,0.05,47880.0
926,4,3,2024-12-01,26,0.05,1482.0
927,4,5,2024-11-30,9,0.05,513.0
928,10,5,2023-05-24,38,0.05,72.2
929,3,2,2023-09-07,38,0.1,5130.0
930,9,1,2024-08-06,43,0.15,182.75
931,7,4,2023-01-17,46,0.0,13800.0
932,6,5,2023-12-30,16,0.1,432.0
933,4,1,2023-03-04,15,0.05,855.0
934,10,1,2023-12-11,5,0.1,9.0
935,6,3,2023-07-05,32,0.1,864.0
936,2,2,2023-01-02,23,0.1,16560.0
937,9,2,2023-06-18,34,0.0,170.0
938,10,2,2023-04-24,42,0.1,75.60000000000001
939,2,4,2024-08-15,16,0.05,12160.0
940,3,2,2024-07-19,32,0.15,4080.0
941,3,5,2024-05-30,11,0.1,1485.0
942,4,2,2024-11-24,26,0.15,1326.0
943,2,3,2023-11-08,4,0.1,2880.0
944,3,1,2024-07-12,44,0.0,6600.0
945,3,5,2024-01-25,42,0.1,5670.0
946,8,5,2024-12-18,8,0.0,160.0
947,6,5,2023-03-06,35,0.15,892.5
948,9,2,2023-10-26,34,0.1,153.0
949,5,4,2023-03-31,13,0.15,2431.0
950,9,4,2023-09-22,42,0.1,189.0
951,4,1,2024-04-29,15,0.05,855.0
952,1,1,2023-04-30,45,0.1,48600.0
953,7,1,2024-11-20,32,0.1,8640.0
954,2,4,2024-10-15,44,0.1,31680.0
955,7,1,2023-02-17,24,0.1,6480.0
956,4,1,2024-02-01,9,0.05,513.0
957,6,5,2024-11-06,31,0.1,837.0
958,9,3,2024-05-11,42,0.0,210.0
959,10,5,2024-08-22,2,0.0,4.0
960,2,5,2023-11-12,36,0.1,25920.0
961,1,5,2023-05-09,3,0.05,3420.0
962,2,2,2024-01-27,7,0.0,5600.0
963,7,5,2023-08-31,22,0.05,6270.0
964,8,4,2023-05-22,45,0.15,765.0
965,9,4,2024-03-22,23,0.05,109.25
966,5,2,2023-05-05,21,0.0,4620.0
967,5,5,2024-09-18,19,0.15,3553.0
968,1,2,2024-09-23,50,0.0,60000.0
969,9,1,2023-10-16,15,0.05,71.25
970,10,1,2024-12-29,49,0.1,88.2
971,1,4,2023-08-01,35,0.15,35700.0
972,1,1,2023-01-06,18,0.0,21600.0
973,8,3,2023-10-12,37,0.05,703.0
974,8,2,2024-11-16,10,0.0,200.0
975,1,3,2023-10-15,29,0.05,33060.0
976,1,5,2024-11-30,36,0.05,41040.0
977,5,4,2024-02-25,33,0.0,7260.0
978,2,4,2023-11-15,10,0.0,8000.0
979,4,4,2023-11-14,31,0.15,1581.0
980,7,4,2024-07-05,21,0.0,6300.0
981,2,3,2024-12-18,27,0.1,19440.0
982,1,3,2023-04-08,38,0.05,43320.0
983,8,3,2024-03-20,13,0.15,221.0
984,7,3,2023-03-03,6,0.1,1620.0
985,6,2,2023-03-19,2,0.1,54.0
986,1,4,2023-01-03,37,0.15,37740.0
987,9,3,2024-03-02,14,0.05,66.5
988,3,4,2023-03-09,12,0.15,1530.0
989,7,3,2023-06-23,16,0.05,4560.0
990,5,3,2024-10-04,40,0.15,7480.0
991,7,1,2023-02-03,2,0.1,540.0
992,7,3,2023-03-08,48,0.15,12240.0
993,9,1,2023-12-22,18,0.15,76.5
994,10,5,2024-03-06,10,0.1,18.0
995,4,4,2023-01-30,44,0.05,2508.0
996,4,3,2023-10-17,34,0.1,1836.0
997,6,4,2023-04-08,42,0.05,1197.0
998,8,3,2024-04-17,48,0.0,960.0
999,6,2,2024-07-29,19,0.05,541.5
1000,2,1,2023-01-04,49,0.15,33320.0
1001,4,3,2023-09-16,35,0.1,1890.0
1002,1,5,2024-12-21,39,0.05,44460.0
1003,10,2,2023-03-10,43,0.0,86.0
1004,10,5,2023-01-21,25,0.1,45.0
1005,1,2,2023-09-21,10,0.15,10200.0
1006,8,4,2024-01-20,29,0.0,580.0
1007,8,3,2023-06-16,33,0.05,627.0
1008,3,1,2024-04-28,6,0.1,810.0
1009,3,3,2023-04-08,50,0.05,7125.0
1010,6,4,2023-08-27,33,0.05,940.5
1011,1,1,2024-05-16,23,0.15,23460.0
1012,4,1,2024-07-22,49,0.05,2793.0
1013,10,5,2024-07-14,38,0.15,64.6
1014,7,1,2024-05-29,31,0.15,7905.0
1015,6,3,2023-04-19,18,0.1,486.0
1016,5,4,2023-01-04,48,0.05,10032.0
1017,6,3,2024-06-27,19,0.15,484.5
1018,6,5,2024-10-05,18,0.1,486.0
1019,5,1,2023-10-21,9,0.05,1881.0
1020,3,1,2023-05-25,1,0.15,127.5
1021,4,4,2023-04-06,2,0.1,108.0
1022,2,5,2023-07-13,32,0.15,21760.0
1023,9,1,2023-10-12,11,0.05,52.25
1024,2,1,2023-10-01,39,0.05,29640.0
1025,3,5,2023-03-20,42,0.15,5355.0
1026,4,4,2023-12-07,37,0.05,2109.0
1027,4,5,2023-01-11,42,0.0,2520.0
1028,3,2,2023-11-16,6,0.05,855.0
1029,3,5,2024-02-07,13,0.05,1852.5
1030,1,3,2023-11-22,43,0.0,51600.0
1031,6,4,2024-01-09,24,0.15,612.0
1032,3,3,2023-07-14,45,0.15,5737.5
1033,10,4,2023-04-28,4,0.05,7.6
1034,2,5,2023-10-30,37,0.0,29600.0
1035,10,1,2024-04-08,17,0.15,28.9
1036,8,4,2023-03-21,11,0.0,220.0
1037,4,1,2023-02-07,32,0.05,1824.0
1038,10,4,2023-08-13,22,0.0,44.0
1039,7,4,2024-03-09,19,0.0,5700.0
1040,3,4,2023-05-22,15,0.15,1912.5
1041,3,1,2024-01-04,41,0.0,6150.0
1042,4,2,2024-02-08,6,0.15,306.0
1043,10,5,2023-06-25,21,0.05,39.9
1044,6,2,2024-06-27,42,0.05,1197.0
1045,3,1,2023-06-24,47,0.1,6345.0
1046,3,4,2024-05-19,34,0.0,5100.0
1047,9,1,2024-03-22,46,0.1,207.0
1048,2,3,2024-05-03,41,0.1,29520.0
1049,5,2,2023-05-17,20,0.15,3740.0
1050,2,2,2023-10-14,6,0.0,4800.0
1051,3,1,2024-09-09,15,0.15,1912.5
1052,1,3,2024-02-12,5,0.1,5400.0
1053,10,2,2023-06-17,31,0.15,52.699999999999996
1054,3,2,2024-07-25,4,0.1,540.0
1055,4,2,2024-11-22,40,0.1,2160.0
1056,7,5,2024-10-29,31,0.0,9300.0
1057,8,3,2024-03-11,15,0.15,255.0
1058,1,3,2024-12-27,34,0.1,36720.0
1059,7,4,2024-04-08,19,0.0,5700.0
1060,3,5,2023-04-19,49,0.05,6982.5
1061,9,3,2024-07-31,32,0.05,152.0
1062,4,3,2023-07-20,41,0.15,2091.0
1063,1,5,2023-03-03,15,0.05,17100.0
1064,1,5,2024-01-24,2,0.15,2040.0
1065,9,5,2024-05-05,20,0.1,90.0
1066,10,1,2024-12-17,18,0.1,32.4
1067,8,1,2024-08-22,39,0.0,780.0
1068,7,2,2024-03-22,45,0.0,13500.0
1069,5,3,2024-04-29,15,0.15,2805.0
1070,1,2,2023-08-02,29,0.1,31320.0
1071,3,1,2024-01-13,38,0.05,5415.0
1072,7,3,2024-10-26,5,0.15,1275.0
1073,5,1,2023-10-22,35,0.05,7315.0
1074,2,3,2024-12-15,14,0.1,10080.0
1075,3,3,2024-03-11,23,0.15,2932.5
1076,3,1,2024-10-15,6,0.1,810.0
1077,9,1,2023-09-05,34,0.05,161.5
1078,4,4,2024-02-10,39,0.05,2223.0
1079,1,1,2024-03-24,17,0.15,17340.0
1080,10,2,2023-12-09,41,0.0,82.0
1081,1,3,2024-06-24,31,0.0,37200.0
1082,6,1,2024-08-01,33,0.1,891.0
1083,4,4,2023-04-10,25,0.05,1425.0
1084,6,3,2024-05-01,7,0.15,178.5
1085,3,5,2023-11-09,48,0.0,7200.0
1086,9,2,2024-01-24,37,0.0,185.0
1087,5,5,2023-01-25,24,0.0,5280.0
1088,3,5,2023-02-15,15,0.05,2137.5
1089,8,2,2023-07-05,22,0.1,396.0
1090,7,1,2024-06-04,7,0.05,1995.0
1091,10,3,2023-03-11,11,0.15,18.7
1092,10,4,2023-06-17,6,0.05,11.399999999999999
1093,3,4,2023-12-30,29,0.15,3697.5
1094,9,5,2023-03-09,45,0.0,225.0
1095,3,3,2023-10-20,47,0.0,7050.0
1096,3,2,2023-03-28,27,0.0,4050.0
1097,2,3,2023-12-09,41,0.1,29520.0
1098,4,5,2024-08-22,49,0.1,2646.0
1099,7,2,2023-04-05,34,0.0,10200.0
1100,3,2,2023-09-07,21,0.15,2677.5
1101,10,4,2024-08-26,27,0.15,45.9
1102,10,1,2024-02-17,13,0.1,23.400000000000002
1103,10,4,2023-06-17,16,0.0,32.0
1104,1,2,2023-06-15,15,0.1,16200.0
1105,9,1,2024-06-17,3,0.15,12.75
1106,2,3,2024-11-23,1,0.1,720.0
1107,6,3,2024-08-29,39,0.05,1111.5
1108,10,5,2023-02-24,15,0.1,27.0
1109,6,5,2024-10-11,28,0.0,840.0
1110,6,3,2023-07-26,35,0.0,1050.0
1111,4,3,2024-03-26,16,0.0,960.0
1112,6,4,2023-02-13,40,0.15,1020.0
1113,5,4,2024-10-12,34,0.0,7480.0
1114,1,5,2023-11-17,48,0.0,57600.0
1115,5,3,2024-05-03,4,0.15,748.0
1116,1,5,2023-07-02,49,0.15,49980.0
1117,5,3,2024-10-17,41,0.1,8118.0
1118,5,2,2024-07-18,46,0.0,10120.0
1119,3,4,2023-10-10,39,0.0,5850.0
1120,10,2,2024-12-18,25,0.05,47.5
1121,9,2,2023-12-23,23,0.0,115.0
1122,1,5,2023-08-31,29,0.0,34800.0
1123,7,2,2024-12-22,17,0.15,4335.0
1124,8,1,2024-05-16,37,0.0,740.0
1125,4,2,2024-06-08,3,0.1,162.0
1126,3,4,2023-05-19,44,0.15,5610.0
1127,8,3,2024-07-30,44,0.0,880.0
1128,8,5,2024-01-21,20,0.1,360.0
1129,1,4,2024-05-07,43,0.15,43860.0
1130,3,2,2023-09-19,9,0.15,1147.5
1131,4,1,2024-09-11,28,0.1,1512.0
1132,5,2,2024-07-09,24,0.1,4752.0
1133,3,3,2023-08-11,4,0.05,570.0
1134,4,1,2023-01-24,35,0.0,2100.0
1135,7,1,2023-02-24,7,0.0,2100.0
1136,1,2,2023-04-07,50,0.1,54000.0
1137,3,1,2023-07-12,17,0.0,2550.0
1138,4,1,2023-08-01,10,0.0,600.0
1139,6,5,2024-02-05,14,0.15,357.0
1140,10,4,2024-11-22,18,0.0,36.0
1141,2,3,2024-10-23,19,0.1,13680.0
1142,4,3,2024-09-07,49,0.15,2499.0
1143,5,4,2024-02-11,30,0.0,6600.0
1144,2,5,2023-04-29,11,0.1,7920.0
1145,6,5,2024-01-31,19,0.15,484.5
1146,8,4,2023-07-19,48,0.0,960.0
1147,7,3,2024-04-21,23,0.1,6210.0
1148,7,3,2024-01-27,34,0.05,9690.0
1149,3,2,2023-11-10,28,0.1,3780.0
1150,4,2,2024-09-23,43,0.15,2193.0
1151,5,4,2023-07-05,11,0.1,2178.0
1152,7,3,2024-02-25,43,0.05,12255.0
1153,1,4,2023-08-24,46,0.1,49680.0
1154,3,2,2023-06-03,31,0.15,3952.5
1155,9,5,2024-03-09,33,0.05,156.75
1156,6,5,2024-10-30,26,0.1,702.0
1157,2,1,2023-10-23,17,0.05,12920.0
1158,4,1,2023-06-09,3,0.0,180.0
1159,8,5,2023-05-04,13,0.0,260.0
1160,5,1,2024-02-15,18,0.1,3564.0
1161,10,2,2023-09-06,31,0.05,58.9
1162,4,5,2023-10-19,37,0.1,1998.0
1163,10,5,2024-11-18,37,0.0,74.0
1164,10,3,2023-09-05,28,0.15,47.6
1165,3,4,2023-07-25,41,0.0,6150.0
1166,3,4,2023-12-01,39,0.05,5557.5
1167,2,4,2023-06-06,15,0.1,10800.0
1168,9,2,2024-09-29,15,0.15,63.75
1169,9,2,2024-09-12,17,0.0,85.0
1170,9,3,2024-01-18,4,0.05,19.0
1171,9,3,2023-02-06,20,0.05,95.0
1172,1,1,2024-10-19,40,0.0,48000.0
